image_id,id,caption,image
8294,3228,A group of young men posing for a picture on a tennis court.,000000008294.jpg
8294,4998,Several tennis players posing for a group picture on a court.,000000008294.jpg
8294,5259,A tennis team posing in front of a tennis net.,000000008294.jpg
8297,295857,Tennis ball in flight as a female player waits to hit it.,000000008297.jpg
8297,295404,Female tennis player on a court swinging at a ball,000000008297.jpg
8297,300714,A tennis player swings the racket back preparing to hit the ball.,000000008297.jpg
8297,297984,"A person with a tennis racket, watching a tennis ball.",000000008297.jpg
8297,297387,A female tennis player holding a racket  with a ball in the air.,000000008297.jpg
8300,585089,Giraffes are standing under a feeder in a zoo.   ,000000008300.jpg
8300,593492,Some giraffes are standing under a shade in the zoo. ,000000008300.jpg
8300,587918,a couple of giraffes that are next to a building,000000008300.jpg
8300,592652,Three giraffes all interested in the activity at a zoo building.,000000008300.jpg
8300,591065,Four giraffes standing in the shade on a sunny day. ,000000008300.jpg
8305,481859,A group of men who are wearing pink uniforms.,000000008305.jpg
8305,477674,Three ball players dressed in pink uniforms holding balls on the court.,000000008305.jpg
8305,482066,A group of men with volleyball's in pink uniforms.,000000008305.jpg
8305,479690,Some guys wearing pink clothes holding some balls.,000000008305.jpg
8305,471740,A group of men on a court with balls.,000000008305.jpg
8309,93589,A woman smiles while she sits and talks on her phone.,000000008309.jpg
8309,121891,A woman sitting cross legged talking on a phone,000000008309.jpg
8309,111694,Woman on the ground talking on a cellphone in front of a soccer net. ,000000008309.jpg
8309,111412,A young woman sitting on the grass using a phone,000000008309.jpg
8309,88024,A pretty young lady talking on a cell phone while sitting on a field.,000000008309.jpg
8311,310177,Planes are on the runway at an airport and one plane is Purolator.,000000008311.jpg
8311,312280,A cloudy day with two airplanes getting ready for take off.,000000008311.jpg
8311,313741,Two jet airliners on runway below cloudy sky.,000000008311.jpg
8311,311533,There are two large airplanes sitting on a wet tarmac after it has rained. ,000000008311.jpg
8311,312100,Two planes with stairs up to them on the tarmac.,000000008311.jpg
8314,130656,The person is snowboarding down the mountain. ,000000008314.jpg
8314,126738,A person on a snowboard standing on a mountain top,000000008314.jpg
8314,133872,Man standing on a snowboard on top of an icy mountain. ,000000008314.jpg
8314,121596,A person snow barding down a snowy hill,000000008314.jpg
8314,122178,A man riding a  snowboard down a snow covered hill.,000000008314.jpg
8320,73509,Zebra's are walking around in a zoo cage.,000000008320.jpg
8320,84978,two zebras are walking around their pen at the zoo,000000008320.jpg
8320,73935,Two zebra standing in a cage next to a cave.,000000008320.jpg
8320,81816,A baby zebra runs around an adult zebra in a pen.,000000008320.jpg
8320,69021,Adult and juvenile zebras in an exhibit enclosure.,000000008320.jpg
8321,655981,Someone is holding a computer on top of two plastic barrels.,000000008321.jpg
8321,656695,A person holds a laptop computer while attempting to prepare food.,000000008321.jpg
8321,659941,The laptop is next to a plate of dough and a knife.,000000008321.jpg
8321,658690,A lap top computer has a white screen.,000000008321.jpg
8321,655732,An open laptop rests behind food and a knife.,000000008321.jpg
8329,441028,A baseball player swing a bat at an incoming pitch.,000000008329.jpg
8329,431062,A person swings a bat with a helmet on.,000000008329.jpg
8329,430081,A catcher holds up his glove as the batter swings his bat,000000008329.jpg
8329,440761,Three baseball player on a baseball field ,000000008329.jpg
8329,443173,A catcher awaits the ball as the batter swings away.,000000008329.jpg
8332,736040,a bed room with a bed with a canopy ,000000008332.jpg
8332,742388,tall carved wooden bed roped off in a room,000000008332.jpg
8332,739694,An antique bed is seen in a museum.,000000008332.jpg
8332,742481,"An ornate canopy bed in a stone walled room, on display",000000008332.jpg
8332,822397,A bed that has a very elaborate wooden frame on it.,000000008332.jpg
8333,200859,A white and red train traveling over a city.,000000008333.jpg
8333,246165,A red and white train riding through a city on elevated tracks.,000000008333.jpg
8333,231423,A Virgin Mobile train driving in the middle of a city.,000000008333.jpg
8333,230298,A modern commuter train travels through the city,000000008333.jpg
8333,231237,A passenger train that is going over a bridge.,000000008333.jpg
8336,567891,A pair of scissors sitting on top of a table.,000000008336.jpg
8336,555651,A pair of scissors and a hair tie hang from hooks on a wall.,000000008336.jpg
8336,557016,A string and a pair of scissors held up by a picture frame mount.,000000008336.jpg
8336,562350,A pair of scissors is hanging with a rubber band.,000000008336.jpg
8336,566394,a pair of gray scissors hanging on a nail and another black item,000000008336.jpg
8339,585516,Four police officers on a motorcycle driving down a street.,000000008339.jpg
8339,588636,"four motor cycle cops on a city street
",000000008339.jpg
8339,585096,A group of police officers riding motorcycles down a road.,000000008339.jpg
8339,592692,a number of people riding motorcycles on a city street,000000008339.jpg
8339,594363,A group of motorcycle police escorting a car.,000000008339.jpg
8341,327698,Two women and a man riding a motorcycle. ,000000008341.jpg
8341,322514,A man riding a motorcycle with a woman on back of it.,000000008341.jpg
8341,325505,Three people sitting on top of a motorcycle driving down the street.,000000008341.jpg
8341,325676,Two people on a motorcycle passing by a wall.,000000008341.jpg
8341,328343,some people are shown riding on a motorcycle ,000000008341.jpg
8345,523261,A large yellow and brown boat floating on a body of water.,000000008345.jpg
8345,534256,A large colorful boat floating on murky water.,000000008345.jpg
8345,535858,this is a colorful boat in the  green water,000000008345.jpg
8345,533008,The side of a sail boat in a lake. ,000000008345.jpg
8345,533038,a close up of the end of a boat ,000000008345.jpg
8350,254094,a brown and black dog is laying on a roof,000000008350.jpg
8350,231621,A large dog sitting on top of a roof.,000000008350.jpg
8350,252807,A dog is on the roof of a building. ,000000008350.jpg
8350,268098,A dog sitting on the roof of a building next to a satellite dish and a surfboard.,000000008350.jpg
8350,266289,A dog is laying on the eaves of a house with clay pot roofing.,000000008350.jpg
8351,70290,Two dogs are covered in blankets and staring ahead.,000000008351.jpg
8351,71364,two dogs wearing jackets standing in a yard,000000008351.jpg
8351,65505,Two dogs are wearing winter attire and staring off to the distance.,000000008351.jpg
8351,68235,Two dogs sit in the park on a cold day.,000000008351.jpg
8351,65946,Two dogs in a snow covered park. ,000000008351.jpg
8356,483529,A freezer with its door open next to a small frig with its door off ,000000008356.jpg
8356,488083,A refrigerator with a unattached door and a freezer with the top open.,000000008356.jpg
8356,486862,A deep freezer with its door opened by a refrigerator.,000000008356.jpg
8356,491173,The room has a chest freezer and a small refrigerator.,000000008356.jpg
8356,488434,a small refrigerator on the floor next to a freezer,000000008356.jpg
8369,570837,The woman is in her bathing suit and flying a kite on a beach.,000000008369.jpg
8369,566130,A person on a beach flying a kite.,000000008369.jpg
8369,575286,a woman is flying a kite at the beaach,000000008369.jpg
8369,574269,Woman with dark hair in a multicolored bathing suit is flying a kite.,000000008369.jpg
8369,569583,a person on a beach flying a kite in the sky,000000008369.jpg
8373,1595,A plane parked at an airport loading passengers,000000008373.jpg
8373,2894,A large commercial plane parking by the terminal.,000000008373.jpg
8373,41,An airplane loading or unloading passengers at an airport.,000000008373.jpg
8373,1982,An airplane is hooked up to the passenger walkways at an airport.,000000008373.jpg
8373,3389,A plane pulls up to the gate to deplane passengers.,000000008373.jpg
8383,383681,A woman is working on a laptop while sitting on a bed. ,000000008383.jpg
8383,384131,A woman sits on her bed with her laptop. ,000000008383.jpg
8383,381536,A person sitting on a bed with a laptop.,000000008383.jpg
8383,386585,A women sitting on her bed using a laptop computer.,000000008383.jpg
8383,386867,A woman witting on a bed using a laptop computer.,000000008383.jpg
8385,234749,A buggy of luggage sitting outside a restaurant. ,000000008385.jpg
8385,231278,Antique luggage on a cart in front of an antique train.,000000008385.jpg
8385,239603,A truck and luggage sitting on a cart by the dining saloon car of a train.,000000008385.jpg
8385,234836,a trunk is on a cart outside a train,000000008385.jpg
8385,215321,A brown trunk sitting on a cart next to a red train.,000000008385.jpg
8396,332010,two people in a kitchen cooking in an oven,000000008396.jpg
8396,322062,a man watching another man taking food out of the oven with and oven mitt,000000008396.jpg
8396,326337,A man is taking some food out of the oven.,000000008396.jpg
8396,325344,A couple of people pulling food from an oven.,000000008396.jpg
8396,323016,A man watching someone pulling some dishes out of an oven.,000000008396.jpg
8414,725549,a guy trying out a jump with a skateboard but failing ,000000008414.jpg
8414,729977,A man riding a skateboard down some steps.,000000008414.jpg
8414,730457,A boy is performing skateboard tricks down a set of stairs.,000000008414.jpg
8414,724073,A boy doing tricks on a skateboard while going down the stairs. ,000000008414.jpg
8414,723638,Person doing a skateboard trick on concrete stairs.,000000008414.jpg
8429,509340,A set of four pictures showing people eating hot dogs.,000000008429.jpg
8429,511512,People are eating hot dogs and drinking drinks with straws.,000000008429.jpg
8429,511584,A group of people enjoying hotdogs in a restaurant,000000008429.jpg
